query,intent,response
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
Change delivery date,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
Reschedule my delivery,reschedule_delivery,Go to your delivery settings to choose a new date.
"I won’t be home, can I reschedule?",reschedule_delivery,Go to your delivery settings to choose a new date.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Forgot my username,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Recover my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Can't login to my account,account_help,Use the 'Forgot Username' option to retrieve your account details.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Deactivate my profile,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Delete my account permanently,deactivate_account,Please contact support to deactivate your account.
Close my account,deactivate_account,Please contact support to deactivate your account.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
When will it be back in stock?,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Check availability for size M,product_availability,You can check product availability on the product detail page.
Is this item in stock?,product_availability,You can check product availability on the product detail page.
